epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
277,5817.47,0.74047,0.43232,0.00424,0.93393,0.90681,0.95179,0.72023,0.91764,0.41327,0.00721,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
278,6141.96,0.73543,0.42724,0.00422,0.94049,0.90112,0.95181,0.72023,0.91695,0.41363,0.0072,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859
279,6464.1,0.73058,0.42398,0.00422,0.93605,0.9065,0.95165,0.72052,0.91677,0.4124,0.00719,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
280,6783.71,0.73008,0.42311,0.0042,0.93699,0.90528,0.95171,0.72051,0.91619,0.41133,0.00718,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
281,7108.68,0.73138,0.42336,0.0042,0.93799,0.90522,0.95186,0.72055,0.91622,0.41115,0.00718,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
282,7433.55,0.72951,0.42136,0.00415,0.93782,0.90537,0.95182,0.72055,0.91606,0.41165,0.00719,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727
283,7757.02,0.72276,0.41612,0.00412,0.9378,0.90511,0.95168,0.72065,0.91568,0.41123,0.00719,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
284,8087.48,0.72194,0.41501,0.00415,0.93883,0.90499,0.95167,0.7209,0.91583,0.41056,0.00719,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661
285,8408.9,0.72657,0.41995,0.00411,0.93859,0.90678,0.95185,0.72114,0.91561,0.41102,0.00719,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
286,8730.48,0.72,0.41581,0.00412,0.93846,0.9071,0.95182,0.72122,0.91521,0.41042,0.00719,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
287,9054.57,0.71974,0.41903,0.00412,0.93996,0.90551,0.9518,0.72133,0.91522,0.40964,0.00719,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
288,9378.01,0.71771,0.41895,0.00412,0.94128,0.90387,0.95165,0.72131,0.9154,0.40957,0.00719,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529
289,9704.88,0.71167,0.41214,0.00405,0.94187,0.90329,0.9515,0.72135,0.91503,0.40951,0.00718,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
290,10027.4,0.71041,0.40947,0.00405,0.94223,0.90297,0.95139,0.72154,0.91454,0.41142,0.00718,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463
291,351.273,0.65583,0.29476,0.00418,0.94174,0.90445,0.95149,0.72165,0.91361,0.41201,0.00718,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
292,657.517,0.6451,0.28991,0.00411,0.94156,0.9047,0.95148,0.72162,0.91383,0.41175,0.00718,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
293,966.607,0.63922,0.28486,0.00404,0.94156,0.9047,0.95168,0.72175,0.91368,0.41183,0.00717,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
294,1276.68,0.63864,0.28662,0.00403,0.93966,0.90673,0.95157,0.72173,0.91349,0.41185,0.00717,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331
295,1585.3,0.63487,0.28286,0.00397,0.94129,0.90554,0.95154,0.72204,0.91329,0.41204,0.00717,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
296,1893.52,0.62747,0.28032,0.00396,0.93992,0.90675,0.95159,0.72209,0.91309,0.41195,0.00717,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
297,2200.86,0.62565,0.28109,0.00391,0.94125,0.90513,0.95132,0.72198,0.91378,0.41189,0.00718,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
298,2507.9,0.62469,0.28079,0.00389,0.93828,0.90795,0.95136,0.72246,0.91435,0.41231,0.00718,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
299,2816.13,0.62165,0.27569,0.00384,0.93879,0.90857,0.95133,0.72267,0.91368,0.41403,0.00717,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
300,3123.15,0.62,0.27561,0.00384,0.93884,0.90793,0.95134,0.7226,0.91357,0.41421,0.00717,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133
